LEMMA, FREQUENCY, RANGE, UDP
שתי, 39982, 21679, 0.7427308034801754
סדר, 834217, 42733, 0.7426789343012317
החזיק, 54710, 25545, 0.7425742773006223
עין, 68827, 28544, 0.7423705866199584
שונה, 45562, 23096, 0.742354884698041
מצב, 84165, 31396, 0.742233925433707
שה, 34689, 20798, 0.7422119424218817
הצטער, 190553, 38552, 0.7421879954381134
חדש, 142727, 37387, 0.7420182822169226
השיג, 48373, 23811, 0.7419727546546413
הקשיב, 44182, 22621, 0.7419283550397897
הגיד, 152422, 35355, 0.7417440599483898
שעה, 121973, 34939, 0.741717091321128
מקרה, 98210, 32986, 0.741396414315947
שנייה, 58550, 26144, 0.7413615068156847
עזב, 85029, 31038, 0.741264867560074
לבד, 49030, 24642, 0.7410606074082611
ישן, 62874, 27460, 0.7408563334636658
ודה, 36919, 21077, 0.7407312507161847
פנים, 83000, 31491, 0.7407147298634207
הזדמנות, 42643, 22444, 0.7404669741689867
רציני, 39596, 21409, 0.7402443895778394
שבוע, 92062, 30773, 0.7400989552531372
עזרה, 42332, 23031, 0.7400542462575641
חי, 55083, 25663, 0.7399883644877214
חיפש, 82840, 31018, 0.7395963524477951
בהחלט, 45868, 22666, 0.739459861280424
שאלה, 67213, 27781, 0.7393956671105517
אמיתי, 76011, 29258, 0.7393012974629778
נגמר, 42863, 22750, 0.7389565606452119
זכר, 77021, 29885, 0.7388757029381893
בטח, 124636, 35618, 0.7386129576435905
שניים, 37443, 20788, 0.7385213779401002
יד, 162906, 37277, 0.7383491240296027
מייד, 43011, 21960, 0.7382879283282054
אכל, 105627, 34354, 0.7381245585750493
איפה, 199458, 38203, 0.7381112110810331
מצא, 206740, 39632, 0.738090718047284
שלח, 56416, 25495, 0.7379336542433617
כנראה, 54321, 24952, 0.7377121059648806
פתח, 43581, 22423, 0.7377085338439194
הנה, 176643, 38711, 0.737634347934375
מעל, 45180, 22991, 0.7375918660462768
לעולם, 71132, 28630, 0.7375786819664074
ככה, 50618, 23796, 0.7373942766665277
חודש, 58403, 24849, 0.7372285978500577
חזק, 57852, 25977, 0.7372138662294929
נחמד, 70052, 27659, 0.7371124211213822
כלום, 93067, 31268, 0.7368065448570824
לפעמים, 38191, 21002, 0.7367866744970561
כמובן, 79627, 29256, 0.7363298635187498
דקה, 76463, 28622, 0.7362924936206932
קורה, 44598, 23024, 0.7362295075600527
פרק, 47729, 27236, 0.7362027981454538
מילה, 44487, 22043, 0.7358839517441256
בעוד, 38921, 21239, 0.7358829875145043
מספיק, 32456, 20251, 0.7357807778360249
שאר, 36934, 20718, 0.7353728441350172
נוסף, 58792, 25572, 0.7352874903624752
שמח, 77624, 30078, 0.7352431471461518
יפה, 83352, 29667, 0.7351487295387624
הציע, 39769, 21157, 0.735108190645487
הודה, 65515, 26896, 0.7350893805265912
סיכוי, 41951, 22067, 0.7349590884128316
צורה, 44400, 22438, 0.734678475903399
הצליח, 59142, 25896, 0.7344972775963964
חבר, 186844, 38452, 0.7341477279708515
פחות, 33427, 19982, 0.7341361878703434
לגמרי, 48709, 23158, 0.7339458687101879
סוג, 57056, 24733, 0.7337693895037696
חזרה, 58804, 25849, 0.7337249196449549
אהב, 267134, 40244, 0.7336376602389013
ירד, 37336, 20241, 0.7335996356533924
שכן, 36998, 21089, 0.7334231511678592
לב, 112118, 34293, 0.733336991457137
פגע, 47572, 23466, 0.7333269908370075
כדאי, 73858, 28723, 0.7330549250284261
שלוש, 51076, 22791, 0.7330223661798917
בתוך, 43425, 21982, 0.732873446177092
ליד, 33666, 20052, 0.7327245221691426
בדק, 55246, 24773, 0.7326923297385193
עבודה, 179543, 37349, 0.7323951341056578
מחר, 63071, 25269, 0.7323940253520271
נמצא, 120923, 34685, 0.7323215002796702
בית, 327260, 40888, 0.7321608086979936
הרגיש, 148724, 36977, 0.73188325905325
בלתי, 44157, 21790, 0.7318474783586004
אפשר, 111812, 33563, 0.7316673429471234
עצר, 60763, 26180, 0.731573766965979
למד, 56993, 24951, 0.7315141466948976
ראש, 111934, 33647, 0.7315138676614863
קשר, 146801, 36266, 0.7315131650859238
דעה, 38500, 20700, 0.7314891949830211
הביתה, 83284, 29329, 0.7312992409688314
מהר, 65270, 27051, 0.731232327828709
קח, 46087, 21743, 0.7312303244118035
פשוט, 276544, 40438, 0.7309931604682163
סיפר, 134031, 35660, 0.7308407835483648
אמת, 81307, 29720, 0.7305176276542591
תראה, 100316, 31667, 0.7301189214517326
החוצה, 48959, 22603, 0.7298625379735366
די, 92028, 31259, 0.7297169818232159
שלושה, 41876, 20973, 0.7296060877686469
רב, 104109, 32606, 0.7295537700356013
סלח, 43823, 21207, 0.7295246894541164
הצלחה, 32762, 19333, 0.7294969843193397
סתם, 43930, 21609, 0.7294567962569831
רגיל, 33532, 19572, 0.7292495449894719
סיבה, 113796, 34419, 0.7291835982126904
הכי, 92936, 31255, 0.7291680677639987
למעשה, 51291, 23015, 0.7290616868435258
התכוון, 135096, 35138, 0.7288138227784254
נקודה, 44903, 21657, 0.7285867445795255
בבקשה, 159524, 36882, 0.7285685947459715
בוקר, 99172, 30693, 0.7281264133078738
לכן, 49933, 22825, 0.7281093816402362
אלי, 37067, 19944, 0.7280241904637095
קנה, 53850, 23964, 0.728006820808258
תפס, 36698, 20032, 0.7278323203778543
מוזר, 60733, 25833, 0.7277972419374569
גש, 35553, 19488, 0.7277121855754171
בשביל, 141977, 35703, 0.7276218143103719
עסק, 91416, 29969, 0.7268211844742474
יחד, 45480, 21633, 0.7266399145635196
אוכל, 78950, 29281, 0.7265271334180008
אתן, 42718, 21524, 0.7263799242667838
כאילו, 81780, 30119, 0.7262683134873333
מיוחד, 38008, 20056, 0.7261426773923043
חושבת, 48123, 22479, 0.7259277175450743
בגלל, 121582, 33952, 0.7253824561031772
תרא, 63828, 25651, 0.7252015380149588
שילם, 51446, 22382, 0.7251261161094453
התראה, 51727, 22837, 0.7249730966533403
בוא, 183452, 38124, 0.724901564808779
צעיר, 46982, 21498, 0.7248317713528625
ביותר, 88518, 28965, 0.7245400688505927
למעלה, 44407, 20843, 0.7244146558563695
התקשר, 71098, 25533, 0.7242354424500794
טעות, 33998, 19445, 0.7241870178351418
בחור, 68431, 25592, 0.7240913471563389
ציפה, 28977, 18426, 0.7240666724040008
זאת, 458405, 41920, 0.7238993222674358
נהג, 44367, 20845, 0.7238395600699958
מצטער, 34301, 19572, 0.7237249770504071
ארוך, 29358, 18330, 0.7236610722630771
טיפל, 35412, 19710, 0.7236317511261257
גבוה, 33710, 18756, 0.7235971022375047
החזיר, 36007, 20104, 0.7235659300684095
העליי, 77454, 24793, 0.7234881969545905
לאחר, 55784, 23190, 0.7231869588549322
הסכים, 32794, 18770, 0.7228958514266373
שיחה, 38827, 19897, 0.7228810085143214
פחד, 51801, 22795, 0.7227687501012691
כי, 277322, 38980, 0.7226128672546543
ניתן, 33218, 18888, 0.7221544319255918
מוקדם, 28974, 18294, 0.7219771835548576
מת, 209263, 39030, 0.7219628991896636
יכולת, 32277, 19032, 0.7219402361903444
צד, 34626, 19226, 0.7218224720693467
נורא, 38503, 19735, 0.7218197451981162
חכה, 68492, 25911, 0.7216722253439476
תדאג, 31904, 19026, 0.7213861778901041
למען, 38847, 19906, 0.7213047460203668
כפי, 40865, 19918, 0.7200534594753326
אתמול, 45515, 21452, 0.7199803256628934
ערב, 57377, 23196, 0.7199797507330308
מספר, 72795, 25912, 0.7198548977852953
בעל, 76549, 27783, 0.7197942704874101
חמש, 38896, 19160, 0.7193984301156588
מאשר, 28195, 17633, 0.7179471354606775
תחת, 31938, 17993, 0.7178875479291318
כרגע, 39722, 19976, 0.7178318885948425
שווה, 30611, 18112, 0.7175492795448047
לילה, 169318, 35873, 0.7173176144571274
שקט, 34966, 18622, 0.7171228943133598
הסביר, 28968, 17836, 0.7170220434687311
העביר, 30214, 17975, 0.7167067263462843
זו, 389942, 38399, 0.7164040078175146
י, 42114, 20366, 0.715742044595925
מסוגל, 35529, 18869, 0.715623873615767
הוריד, 32852, 18273, 0.7153206863232138
חושב, 92894, 28956, 0.7152910961863745
שאמר, 25388, 17308, 0.715242147762549
צריכה, 46925, 21649, 0.7152074257253475
הבחור, 55510, 22331, 0.7150010542855055
ללא, 61731, 24590, 0.7148350498423748
נעלם, 39306, 19993, 0.714780566876325
עובדה, 28205, 17294, 0.7147342762897959
סיפור, 69616, 26111, 0.7147277465249305
חדר, 109017, 31987, 0.714111894690228
כבוד, 51623, 21817, 0.7139722357520653
נגע, 45566, 21069, 0.7135320107753302
בחייך, 48561, 20788, 0.7134925247145726
סליחה, 72672, 25859, 0.7134712581772495
לגבי, 63139, 23852, 0.7133698597353025
מטה, 46518, 20269, 0.7133580286170553
רוח, 55806, 23413, 0.7131913761368781
בקרוב, 29234, 18039, 0.7130681253147519
האליי, 38658, 18630, 0.7128121408958408
דלת, 60595, 24076, 0.7127045890658317
הכין, 32161, 18648, 0.7126869215118357
דאג, 32783, 18349, 0.7124880102435501
אית, 26211, 17189, 0.7124481145857819
שיחק, 58699, 23577, 0.7120624871561572
אפשרי, 30242, 17658, 0.712024476667253
אדם, 200100, 38089, 0.7118554468204595
אצל, 31511, 17589, 0.7113908312168006
לפ, 31149, 17418, 0.7112366987231573
ממש, 190693, 37369, 0.7108608251852613
נהדר, 77117, 26285, 0.7107238238394067
נגד, 38107, 18684, 0.710590838415617
רחוק, 28613, 17301, 0.7105602371787167
ביחד, 40371, 19338, 0.7105099410416833
כאב, 42011, 19849, 0.7098332821338336
כיוון, 33585, 17992, 0.7097300266106569
רוב, 30663, 17127, 0.7082659531348905
ארוחה, 35455, 18292, 0.7078307699205377
אלך, 26957, 17337, 0.7076901203302396
אישי, 27779, 16623, 0.7075250816982701
מעבר, 28859, 16944, 0.7074280407222893
עלול, 30722, 17521, 0.7074048669605393
תורגם, 35600, 19872, 0.707384836436548
הופיע, 28375, 16743, 0.7072367129840407
בנה, 30064, 17246, 0.7071152849829694
נסע, 51262, 20354, 0.7064758116677619
עולם, 106212, 31680, 0.7063031666204529
זהו, 88493, 28003, 0.7057294006375665
שלום, 134482, 34158, 0.7054149329934163
משך, 26666, 16544, 0.7054148652184558
ערך, 27833, 16806, 0.7052770346020572
מאחורי, 25711, 16436, 0.7046718770583188
שנא, 31478, 17318, 0.7046126397785415
בגד, 31315, 17232, 0.704381187050183
יצר, 38263, 18486, 0.7037014242698807
א, 47853, 20598, 0.7036041426071771
חברה, 112610, 31444, 0.7035715970714231
תוכנית, 77143, 26625, 0.7034012996805629
ניצח, 43784, 19665, 0.703382716560681
כתב, 68326, 23615, 0.7032628794004314
תמונה, 52029, 20845, 0.7030524609907893
הזכיר, 22880, 15934, 0.7028798910814902
מוות, 67543, 24487, 0.7028664819672402
בערך, 26705, 16236, 0.7028281893587887
גר, 37657, 17985, 0.7025931732203696
אמצע, 23722, 15917, 0.7025409908939945
מתחת, 27256, 16600, 0.702504349351031
לחץ, 33426, 17264, 0.7024540764130105
לעזאזל, 68624, 24177, 0.7023060468215147
טלפון, 66712, 22700, 0.7022575358245418
הגן, 34085, 17830, 0.702185171265955
התאים, 24649, 16114, 0.7020679480087713
הכניס, 24328, 15835, 0.7020622143011005
התמודד, 27809, 16712, 0.7018327426089931
נפגש, 26092, 16054, 0.7015122967605076
עבור, 85841, 24695, 0.7007542386170791
בן, 270834, 40029, 0.7002527794347495
מצחיק, 31729, 16994, 0.700177473942825
מעט, 28455, 16294, 0.7000108207105036
זוכר, 30267, 16942, 0.6996247424104134
קיים, 28007, 16353, 0.6995253096954483
הציל, 44028, 19759, 0.6992853963980246
הזמין, 27482, 16304, 0.6992744886973036
למרות, 26167, 16043, 0.6992328040535931
אקח, 23209, 15773, 0.6991071693027469
איתן, 29262, 16540, 0.6989779600488024
לפי, 29227, 16438, 0.6989031230275972
סימן, 31504, 16983, 0.6985069201563415
לבש, 29275, 16629, 0.6984565371973304
ספק, 25278, 15635, 0.6979374643218452
בת, 93599, 28383, 0.6975583872136064
במיוחד, 22176, 15147, 0.6971721905273025
מחדש, 27450, 16186, 0.6971600738948582
התחלה, 21710, 15161, 0.6967019141134994
רחוב, 39941, 17507, 0.6963750102399013
משפחה, 104525, 29823, 0.6963376645918169
הערב, 45069, 18671, 0.6961500604806219
אלוהים, 210842, 35618, 0.6959731886044236
קצר, 22297, 15089, 0.6959566077889343
עזאזל, 100331, 28613, 0.6958195850013711
הצטרך, 22495, 15287, 0.6955729046177865
טיפש, 28604, 16103, 0.6955235509773963
אסור, 29549, 16451, 0.6955129842759566
החלטה, 28762, 15978, 0.6955030906358723
זז, 28681, 16105, 0.695348937280591
הודעה, 32800, 16692, 0.6952133673277884
יופי, 38738, 18075, 0.694836718083059
גבר, 119470, 31398, 0.6946615752362186
נקרא, 22878, 15250, 0.6942184777046629
סביבה, 24446, 15259, 0.6941596046712281
אור, 30970, 16257, 0.6939727559315096
חוק, 38433, 17001, 0.693809383722765
אח, 62249, 22129, 0.6937258948067699
גנב, 36703, 17273, 0.6935358098044206
משרד, 53856, 19641, 0.6933660069353219
החליט, 22521, 14991, 0.693262684560845
מערכת, 45814, 18981, 0.6930330541166263
נפל, 24793, 15183, 0.6929591896222271
מושלם, 25446, 15526, 0.6929320519713572
שתיים, 29266, 15645, 0.6927257115337238
הוטרף, 26467, 15580, 0.6923941154883937
ן, 23039, 15104, 0.6917846176668808
העדיף, 21524, 14882, 0.6914479498929901
ספר, 126021, 32397, 0.6911662597780857
מהלך, 27210, 15503, 0.6908194406338778
קטע, 31794, 16392, 0.6900902886082496
טעם, 24740, 15311, 0.690039032257495
ניסיון, 22094, 14770, 0.6900377888467358
בתור, 26690, 15608, 0.6900352932746843
מוצא, 22210, 14629, 0.6897565967300394
נהנה, 24566, 15334, 0.6895847836301989
מין, 31053, 15961, 0.6895422947125525
שירות, 28723, 15767, 0.6894819474753976
צעד, 26512, 15122, 0.6892665452386049
נפלא, 33808, 16076, 0.6891480192237379
גוף, 32953, 16491, 0.6889814461893508
קול, 43516, 17953, 0.6888180191827749
אדיר, 42280, 17816, 0.688741541741356
חדשות, 25677, 15380, 0.6887395018052178
תפקיד, 30626, 15537, 0.6885656229330432
צהריים, 25563, 14887, 0.6884474358469187
אראה, 21223, 14588, 0.6883200942315169
תשובה, 23630, 14878, 0.6882646629587634
חלה, 60204, 21244, 0.6882338866032024
סבל, 23693, 14809, 0.6881210183299618
זקוק, 28408, 15699, 0.6879757716237938
גמור, 25377, 14927, 0.687906105141351
מים, 46803, 18838, 0.6878891266177269
עיר, 84067, 26088, 0.6878717009477358
רצינות, 24555, 15123, 0.6876706830908542
והיי, 388785, 36676, 0.6876699482477497
שן, 22289, 15141, 0.687650720706058
החליף, 22008, 14641, 0.6874974022012977
בצד, 22200, 14506, 0.6874949659827634
גידי, 29006, 15672, 0.6874567503163083
ברוך, 24841, 14984, 0.6873558060561966
נעל, 30612, 15835, 0.6872947395692212
הוביל, 24282, 14940, 0.6872409139282645
צורך, 21780, 14581, 0.6870485964716475
צוות, 60182, 21080, 0.6870229797469324
ברח, 26786, 15514, 0.6866285704286212
כוח, 65992, 23354, 0.686503525161127
נשק, 44828, 18112, 0.6864818853801662
שולחן, 26796, 14963, 0.6863061150233892
ככל, 21610, 14377, 0.6860225856036907
הורה, 34611, 16310, 0.6859805941723799
מטרה, 33106, 15951, 0.6859462123211175
פנימה, 23950, 14506, 0.6854226527125867
גילה, 22066, 14658, 0.6852878130208068
הרשה, 21051, 14105, 0.6852823892765749
חם, 25170, 14682, 0.6850446951375537
מיטה, 28113, 15212, 0.68495638859173
ארבע, 25315, 14298, 0.6845052353557717
אהבה, 48349, 18292, 0.6842906115290424
ילד, 286526, 39003, 0.6842788489087734
ישר, 21503, 13788, 0.6842106249859392
זוג, 29494, 15370, 0.6841469783002849
ותק, 48434, 18007, 0.6839113203435216
תוך, 22093, 14170, 0.6838908591629407
נוח, 22057, 14384, 0.6837318084442338
חשבתי, 19504, 14490, 0.6835461455993526
מדינה, 39099, 15768, 0.6835264385319766
סמך, 24286, 14787, 0.6834645922664416
מול, 22733, 14323, 0.6831493689129768
אב, 36237, 16121, 0.6830663561103945
זכות, 25428, 14256, 0.6829699096633608
כלומר, 42567, 16988, 0.6826894040931465
יקר, 21816, 14095, 0.6826519838205198
שחרר, 27115, 15146, 0.682634243503716
מידע, 37642, 16139, 0.6826077033912948
ענה, 21309, 14788, 0.6821787424599526
חשבון, 25497, 14268, 0.6813941773057559
מאה, 24481, 14247, 0.6812393256781784
הפריע, 19994, 13961, 0.6808298314996895
אוויר, 29391, 14943, 0.6806467382966965
פגישה, 31627, 15003, 0.6806137431213461
הצטרף, 21644, 14144, 0.6804024728140516
שלומך, 25313, 13675, 0.6803961451653433
מוח, 33414, 15815, 0.6802982857559461
אלו, 79895, 21603, 0.6801781522494572
הדבר, 21069, 14108, 0.6800283771911733
כדור, 58850, 20345, 0.6798777039146211
הרגל, 23986, 14088, 0.6798187118264024
מיני, 24270, 14421, 0.6796423144108295
תקשיב, 24742, 14245, 0.6790634589542364
נעים, 22824, 13761, 0.6788524481662532
מבט, 20802, 13651, 0.6787799978154678
צפה, 20797, 14047, 0.678750450463812
מתוק, 30675, 15261, 0.6786662669265437
חבל, 21785, 13954, 0.67864758391202
נשא, 23551, 13857, 0.6782422631264036
הרג, 129020, 29925, 0.67821856494834
לתוך, 23236, 14037, 0.6781059413858146
שייך, 22585, 14040, 0.6780237312320938
הרס, 21537, 14270, 0.6779511674009746
לבן, 26079, 14048, 0.6776427473788476
שעשה, 18128, 13540, 0.6775737869109377
המ, 27799, 14494, 0.6775318892418898
הסתובב, 19667, 13377, 0.677064829028893
בחורה, 28881, 14657, 0.6767060865278618
פעולה, 24189, 13885, 0.676610398793255
נרגע, 26088, 14117, 0.6766056949484114
סגר, 20917, 13586, 0.6763634771906497
גדל, 20911, 13562, 0.6763225833722596
היקח, 19466, 13467, 0.6760658873317587
תפסיק, 23856, 13940, 0.6759811965992149
אגיד, 20937, 13702, 0.6758237864149625
מסוכן, 21915, 13987, 0.6758127032466508
זרק, 21314, 13618, 0.6755505568540574
תהי, 21587, 13941, 0.6755314780968456
עשר, 23977, 13697, 0.6755251882291439
חכם, 20336, 13425, 0.6752554862067313
גברת, 64140, 20248, 0.675181337122335
דולר, 60965, 18338, 0.6751702351525706
שינוי, 21790, 13717, 0.6749022499692857
ביצע, 23118, 13684, 0.6747570406970882
שלם, 18514, 13358, 0.6747451014554795
עלייך, 25562, 14499, 0.6747042682670725
זונה, 40225, 15443, 0.6746088468153335
מנהל, 31646, 14360, 0.6745423266599693
חתיכה, 22389, 13661, 0.6744828553459574
חומר, 27716, 14014, 0.674422893545376
רכב, 35362, 15119, 0.6742473556556765
אחראי, 21545, 13581, 0.6736649998327645
חתך, 22388, 13556, 0.673518266896731
ניהל, 19826, 12930, 0.6730627154978392
משטרה, 62585, 18340, 0.6727316176836081
צוחק, 27135, 13873, 0.6726623337497523
